Your Input	WormBase Gene ID	Public Name	Species	Biotype	Sequence Name	Other Name	Expr_pattern Tissue	Genomic Study Tissue	Gene Ontology Association
WBGene00000047	WBGene00000047	acr-8	Caenorhabditis elegans	protein_coding_gene	ZC504.2	CELE_ZC504.2	anal depressor muscle, anal sphincter muscle, body wall musculature, head neuron, nerve ring, tail neuron, ventral cord neuron, vulval muscle	AIAL, AIAR, AVBL, AVBR, body wall muscle cell, body wall musculature, muscle cell, neuron, OLL, OLLL, OLLR, PVD, RIBL, RIBR, RICL, RIR	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity"
WBGene00000048	WBGene00000048	acr-9	Caenorhabditis elegans	protein_coding_gene	C40C9.2	CELE_C40C9.2	N.A.	ALA, AS neuron, AS1, AS11, AVA, AVAL, AVAR, AVBL, AVE, AVEL, AVER, AVG, AVL, coelomocyte, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DD neuron, DD1, DD2, DD3, DD4, DD5, DD6, DVA, DVB, FLPL, GABAergic neuron, head mesodermal cell, neuron, PDB, RIAL, RIAR, RID, RMED, RMEL, RMER, RMEV, SABD, SABVL, VA neuron, VA1, VA12, VA3, VD neuron, VD3, VD4, VD5, VD6, VD7, ventral nerve cord	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000049	WBGene00000049	acr-10	Caenorhabditis elegans	protein_coding_gene	R02E12.8	CELE_R02E12.8	N.A.	MC neuron, MCL, MCR, NSM, somatic gonad precursor	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000050	WBGene00000050	acr-11	Caenorhabditis elegans	protein_coding_gene	D2092.3	CELE_D2092.3	N.A.	ADAL, FLPL, FLPR, hermaphrodite-specific anatomical entity, intestine, pm3, pm4, pm5, RMHL, URB	"acetylcholine receptor activity", "acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "synaptic transmission, cholinergic", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000051	WBGene00000051	acr-12	Caenorhabditis elegans	protein_coding_gene	R01E6.4	CELE_R01E6.4	DA neuron, DB neuron, DD neuron, head neuron, neuron, tail neuron, VA neuron, VB neuron, VD neuron, ventral cord neuron	AFD, AIAL, AIAR, AIBL, AIBR, AIML, AIMR, AINL, AINR, AIYL, AIYR, AIZL, AIZR, ALML, ALMR, ALNL, AUAL, AUAR, AVA, AVD, AVDL, AVDR, AVE, AVG, AVJL, AVJR, AVK, AVL, BDUL, BDUR, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DD1, DD2, DD3, DD4, DD5, DD6, dorso-rectal ganglion, DVB, DVC, FLPL, FLPR, GABAergic neuron, I5 neuron, IL1 neuron, IL1DL, IL1DR, IL1L, IL1R, IL1VL, IL1VR, neuron, NSM, PDA, PLML, PLMR, PLNL, PVC, PVT, retrovesicular ganglion, RID, RIG, RIGL, RIM, RIML, RIMR, RIS, RIVL, RIVR, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, RMED, RMEL, RMER, RMEV, SAB, sensory neuron, SIBDL, SIBDR, SIBVL, SIBVR, SMDDL, SMDDR, SMDVL, SMDVR, uv3, VA neuron, VC1, VC2, VC3, VC6	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "calcium ion import across plasma membrane", "chemical synaptic transmission", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of muscle contraction", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity"
WBGene00000053	WBGene00000053	acr-14	Caenorhabditis elegans	protein_coding_gene	T05C12.2	CELE_T05C12.2	AIYL, AIYR, AS neuron, DA neuron, DB neuron, DD neuron, head neuron, HSNL, HSNR, intestine, muscle cell, neuron, RMED, RMEL, RMER, RMEV, tail neuron, VA neuron, VB neuron, VC4, VC5, VD neuron, ventral cord neuron	ABplpppaaa, ABprpppaaa, AMsoL, AMsoR, AS neuron, AS1, AS10, AS11, AS2, AS3, AS4, AS5, AS6, AS7, AS8, AS9, AVAL, AVAR, AVBL, AVEL, AVER, AVJL, AVJR, DA neuron, DA1, DA2, DA3, DA4, DA5, DA6, DA7, DA8, DA9, DB neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DD1, DD2, DD3, DD4, DD5, DD6, DVA, GABAergic neuron, GLR, GLRDL, GLRL, GLRVL, I5 neuron, M2 neuron, m2L, neuron, PDB, pharyngeal-intestinal valve, PVPL, retrovesicular ganglion, SAB, SABD, SABVL, SMBDL, SMBDR, SMBVL, SMBVR, VA neuron, VA1, VA10, VA11, VA12, VA2, VA3, VA4, VB1, VB2, VB3, VC neuron, VC1, VC6, VD neuron	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000054	WBGene00000054	acr-15	Caenorhabditis elegans	protein_coding_gene	F25G6.4	CELE_F25G6.4	AS neuron, AVAL, AVAR, AVBL, AVBR, body wall musculature, DA neuron, DB neuron, DVA, head muscle, head neuron, I5 neuron, PVQL, PVQR, RID, RIML, RIMR, SAADL, SAADR, SAAVL, SAAVR, SIADL, SIADR, SIAVL, SIAVR, SIBDL, SIBDR, SIBVL, SIBVR, SMBDL, SMBDR, SMBVL, SMBVR, SMDDL, SMDDR, SMDVL, SMDVR, tail neuron, VA neuron, VB neuron, VD neuron, ventral cord neuron	anal depressor muscle, AS neuron, AS1, AS11, AVA, AVAL, AVAR, AVBL, AVBR, AVE, AVG, AVJL, body wall muscle cell, body wall musculature, Cappppv, Cpppppv, dorsal nerve cord, DVA, GABAergic neuron, I4 neuron, I5 neuron, lateral nerve cord, m3L, M4 neuron, MSapaaap, MSapapap, MSapappp, MSappapp, MSppaaap, MSppapap, MSppappp, MSpppapp, nerve ring, neuron, PDB, RIML, sensory neuron, SIADL, SIADR, SIAVR, SIBDL, SIBVL, somatic neuron, tail neuron, VA neuron, VA1, VA12, VB4, VB5, VB6, VB7, VB8, VB9, VD neuron, ventral nerve cord, vulval muscle	"acetylcholine receptor activity", "acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "cellular response to nicotine", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "synaptic transmission, cholinergic", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000055	WBGene00000055	acr-16	Caenorhabditis elegans	protein_coding_gene	F25G6.3	Ce21, CELE_F25G6.3	ADEL, ADER, anal depressor muscle, anterior oblique muscle, AVAL, AVAR, body wall musculature, CEPDL, CEPDR, CEPVL, CEPVR, DB neuron, gubernacular erector muscle, gubernacular retractor muscle, head muscle, head neuron, linker cell, muscle cell, neuron, RIBL, RIBR, RID, SIBDL, SIBDR, SIBVL, SIBVR, SMDDL, SMDDR, SMDVL, SMDVR, spicule protractor muscle, tail neuron	ABarpapaaa, ABplaaaaaa, ABplpaaapa, ABprpaaapa, anal depressor muscle, anal sphincter muscle, AVA, AVAL, AVAR, AVBL, AVBR, AVE, body wall muscle cell, intestine, M4 neuron, muscle cell, neuron, PVR, RIBL, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, SIADL, SIADR, SIAVR, SIBDL, SIBVL, ventral nerve cord	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "cell projection", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000056	WBGene00000056	acr-17	Caenorhabditis elegans	protein_coding_gene	F53E10.2	CELE_F53E10.2	N.A.	ABplapaaaa, ABplpaaaaa, ABprapaaaa, ABprpaaaaa, AS neuron, AS1, AVJL, DA neuron, DA1, DA3, DA9, DB neuron, DB1, DB2, DB3, DB4, DB5, DB6, DB7, DVA, FLPL, I4 neuron, LUAL, M1 neuron, m3L, male gonadal cell, MI neuron, MSpaapaa, neuron, PVCL, PVDL, RIGL, RIH, RIML, RMDL, uv3, VA neuron, VA1, VD neuron	"acetylcholine-gated channel complex", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000057	WBGene00000057	acr-18	Caenorhabditis elegans	protein_coding_gene	F28F8.1	CELE_F28F8.1	AVAL, AVAR, head neuron, preanal ganglion neuron, ray, ventral cord neuron	AS neuron, AS1, AS11, AS4, AS5, AS6, AS7, AS8, AVAL, AVBL, AVL, head mesodermal cell, M1 neuron, M2 neuron, m2L, neuron, PDB, RMDDL, RMDDR, RMDL, RMDR, RMDVL, RMDVR, SABD, SABVL, sensory neuron, SMDDL, SMDDR, SMDVL, SMDVR, URADL, URAVL, URAVR, URBL, VA neuron, VA1, VA12, VA3, VC neuron, VC1, VC6, VD neuron, ventral nerve cord	"acetylcholine-gated channel complex", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000058	WBGene00000058	acr-19	Caenorhabditis elegans	protein_coding_gene	C31H5.3	CELE_C31H5.3	N.A.	AIML, AIMR, AS neuron, AS1, AS11, DA neuron, DA1, DA3, DA9, DB neuron, DB1, dorso-rectal ganglion, DVC, I1L, I1R, I3 neuron, I6 neuron, M2 neuron, m2L, M4 neuron, neuron, NSM, OLL, PDA, PDB, pm1, pm2, PVD, PVQL, PVT, RIH, RIS, SABD, SABVL, somatic gonad precursor, spermathecal-uterine valve cell, URADL, URAVL, URAVR, URBL, VA neuron, VA1, VA10, VA11, VA12, VA2, VA3, VA4, VB1, VB2, VB3, VC neuron, VC1, VC6, VD neuron	"acetylcholine-gated channel complex", "acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000059	WBGene00000059	acr-20	Caenorhabditis elegans	protein_coding_gene	R06A4.10	CELE_R06A4.10	N.A.	ADEL, ALA, arc ant V, AS neuron, AS1, AS10, AS9, ASER, AUAL, AVG, AVK, AVKL, CEPDL, CEPVL, DA neuron, DA1, DA3, DA6, DA7, DA8, DA9, DB neuron, DB1, dopaminergic neuron, dorso-rectal ganglion, DVC, GLR, GLRL, GLRVL, m3L, MI neuron, neuron, OLQ, OLQDL, OLQDR, OLQVL, OLQVR, PDA, sensory neuron, URADL, URADR, VA11, VA12, VB10, VB11, VC neuron, VC1, VC6, VD neuron, ventral nerve cord	"chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmembrane transporter complex", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000060	WBGene00000060	acr-21	Caenorhabditis elegans	protein_coding_gene	F27B3.2	CELE_F27B3.2	cholinergic neuron, ventral cord neuron	CEPshDL, CEPshDR, CEPshVL, CEPshVR, DA neuron, DA9, DB1, dorsal-rectal ganglion neuron, head mesodermal cell, neuron, PVR, RMGL, sensory neuron, VA neuron, VA11, VB2, ventral nerve cord	"acetylcholine-gated monoatomic cation-selective channel activity", "chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynaptic membrane", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmembrane transporter complex", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000061	WBGene00000061	lgc-11	Caenorhabditis elegans	protein_coding_gene	F48E3.7	acr-22, CELE_F48E3.7	N.A.	ABalpapppa, ABarapappa, ALA, ALM, AWAL, GLRDL, GLRDR, GLRL, GLRR, GLRVL, GLRVR, marginal cell, mc1DL, mc1DR, mc1V, mc2DL, mc2DR, mc2V, pharyngeal epithelial cell, pharyngeal muscle cell, PLM, pm1, pm2, pm3, pm4, pm5, pm6, pm7, pm8	"chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmembrane transporter complex", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
WBGene00000062	WBGene00000062	acr-23	Caenorhabditis elegans	protein_coding_gene	F59B1.9	CELE_F59B1.9	ALML, ALMR, AVM, body wall musculature, interneuron, PLML, PLMR, PVM	ALA, AVAL, AVBL, AVL, BDUL, body wall muscle cell, CEPDL, CEPDR, CEPVL, CEPVR, coelomocyte, dorsal-rectal ganglion neuron, DVA, DVB, GABAergic neuron, neuron, PHC, PHCL, PVM, PVQL, PVWL, RMED, RMEL, RMEV, sensory neuron, spermathecal-uterine valve cell	"chemical synaptic transmission", "excitatory extracellular ligand-gated monoatomic ion channel activity", "excitatory postsynaptic potential", "extracellular ligand-gated monoatomic ion channel activity", "membrane", "monoatomic ion channel activity", "monoatomic ion transmembrane transport", "monoatomic ion transport", "neuron projection", "plasma membrane", "postsynapse", "regulation of membrane potential", "regulation of postsynaptic membrane potential", "synapse", "transmembrane signaling receptor activity", "transmembrane transporter complex", "transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential"
